,Player,Age,Pos,Tm,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%
20,Tyler Arnason,23,C,CHI,82,19,20,39,7,20,4.4,16,3,0,6,15,5,0,178,10.7,1190,14:30,,,,,
21,Jason Arnott,28,C,DAL,72,23,24,47,9,51,5.9,16,7,0,6,18,6,0,169,13.6,1166,16:12,,,,,
22,Magnus Arvedson,31,LW,OTT,80,16,21,37,13,48,3.7,14,2,0,4,16,5,0,138,11.6,1433,17:54,,,,,
23,Arron Asham,24,RW,NYI,78,15,19,34,1,57,3.6,11,4,0,1,17,1,1,114,13.2,953,12:13,,,,,
24,Serge Aubin,27,C,COL,66,4,6,10,-2,64,-0.1,4,0,0,1,5,0,1,62,6.5,789,11:58,,,,,
25,Adrian Aucoin,29,D,NYI,73,8,27,35,-5,70,6.0,3,5,0,1,11,15,1,175,4.6,2118,29:01,,,,,
26,Donald Audette,33,RW,MTL,54,11,12,23,-7,19,1.9,7,4,0,4,4,8,0,118,9.3,837,15:30,,,,,
27,Jared Aulin,20,C,LAK,17,2,2,4,-3,0,0.3,1,1,0,0,0,2,0,21,9.5,169,9:55,,,,,
28,Sean Avery,22,C,TOT,51,6,9,15,7,153,1.7,6,0,0,2,6,3,0,59,10.2,441,8:39,,,,,
29,Sean Avery,22,C,DET,39,5,6,11,7,120,1.5,5,0,0,2,5,1,0,40,12.5,275,7:03,,,,,
30,Sean Avery,22,C,LAK,12,1,3,4,0,33,0.3,1,0,0,0,1,2,0,19,5.3,166,13:50,,,,,
31,P.J. Axelsson,27,LW,BOS,66,17,19,36,8,24,4.0,13,2,2,1,15,2,2,122,13.9,1097,16:37,,,,,
32,Christian Backman,22,D,STL,4,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,4,0.0,49,12:22,,,,,
33,Frank Banham,27,RW,PHX,5,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,5,0.0,39,7:52,,,,,
34,Matthew Barnaby,29,LW,NYR,79,14,22,36,9,142,4.0,13,1,0,1,21,1,0,104,13.5,1027,13:00,,,,,
35,Stu Barnes,32,LW,TOT,81,13,26,39,-11,28,2.9,8,4,1,3,20,6,0,149,8.7,1483,18:19,,,,,
36,Stu Barnes,32,LW,BUF,68,11,21,32,-13,20,2.3,8,2,1,2,16,5,0,124,8.9,1257,18:29,,,,,
37,Stu Barnes,32,LW,DAL,13,2,5,7,2,8,0.7,0,2,0,1,4,1,0,25,8.0,226,17:23,,,,,
38,Scott Barney,23,RW,LAK,5,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,5,0.0,45,9:04,,,,,
39,Murray Baron,35,D,VAN,78,2,4,6,13,62,3.0,2,0,0,0,3,0,1,34,5.9,1327,17:01,,,,,
40,Lubos Bartecko,26,LW,ATL,37,7,9,16,3,8,1.8,7,0,0,1,7,2,0,54,13.0,463,12:31,,,,,
41,Milan Bartovic,21,RW,BUF,3,1,0,1,0,0,0.2,1,0,0,0,0,0,0,5,20.0,30,9:52,,,,,
42,Shawn Bates,27,LW,NYI,74,13,29,42,-9,52,3.1,6,1,6,1,15,14,0,126,10.3,1364,18:26,,,,,
43,Bates Battaglia,27,LW,TOT,83,6,19,25,-19,100,0.3,4,1,1,2,13,6,0,123,4.9,1505,18:08,,,,,
44,Bates Battaglia,27,LW,CAR,70,5,14,19,-17,90,0.0,4,0,1,1,9,5,0,96,5.2,1305,18:39,,,,,
45,Bates Battaglia,27,LW,COL,13,1,5,6,-2,10,0.3,0,1,0,1,4,1,0,27,3.7,199,15:19,,,,,
46,Nolan Baumgartner,26,D,VAN,8,1,2,3,4,4,0.8,0,1,0,0,1,1,0,7,14.3,93,11:36,,,,,
47,Ryan Bayda,22,LW,CAR,25,4,10,14,-5,16,1.1,4,0,0,1,6,4,0,49,8.2,431,17:15,,,,,
48,Francois Beauchemin,22,D,MTL,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,17,17:11,,,,,
49,Eric Beaudoin,22,LW,FLA,15,0,1,1,-7,25,-0.4,0,0,0,0,1,0,0,11,0.0,148,9:52,,,,,
50,Jaroslav Bednar,26,RW,TOT,67,5,22,27,1,18,2.1,3,2,0,1,21,1,0,95,5.3,946,14:07,,,,,
51,Jaroslav Bednar,26,RW,FLA,52,5,13,18,-2,14,1.3,3,2,0,1,13,0,0,66,7.6,736,14:09,,,,,
52,Jaroslav Bednar,26,RW,LAK,15,0,9,9,3,4,0.8,0,0,0,0,8,1,0,29,0.0,210,14:00,,,,,
53,Kris Beech,21,C,PIT,12,0,1,1,-3,6,-0.2,0,0,0,0,1,0,0,6,0.0,127,10:34,,,,,
54,Steve Begin,24,C,CGY,50,3,1,4,-7,51,-0.2,3,0,0,1,1,0,0,59,5.1,461,9:13,,,,,
55,Derek Bekar,27,LW,LAK,6,0,0,0,-1,4,-0.1,0,0,0,0,0,0,0,4,0.0,45,7:29,,,,,
56,Wade Belak,26,D,TOR,55,3,6,9,-2,196,1.7,3,0,0,0,6,0,0,33,9.1,596,10:50,,,,,
57,Eric Belanger,25,C,LAK,62,16,19,35,-5,26,3.5,13,0,3,1,15,4,0,114,14.0,1097,17:42,,,,,
58,Ken Belanger,28,LW,LAK,4,0,0,0,0,17,0.0,0,0,0,0,0,0,0,0,,16,4:03,,,,,
59,Mark Bell,22,RW,CHI,82,14,15,29,0,113,2.6,12,0,2,0,14,1,0,127,11.0,1154,14:04,,,,,
60,Blake Bellefeuille,25,C,CBJ,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,21,7:01,,,,,
61,Ladislav Benysek,27,D,MIN,14,0,0,0,-3,8,0.0,0,0,0,0,0,0,0,7,0.0,160,11:26,,,,,
62,Bryan Berard,25,D,BOS,80,10,28,38,-4,64,5.6,6,4,0,1,16,12,0,205,4.9,1709,21:21,,,,,
63,Drake Berehowsky,31,D,PHX,7,1,2,3,0,27,0.5,1,0,0,0,1,1,0,8,12.5,76,10:52,,,,,
64,Bubba Berenzweig,25,D,NSH,4,0,0,0,0,0,0.1,0,0,0,0,0,0,0,5,0.0,71,17:47,,,,,
65,Sergei Berezin,31,LW,TOT,75,23,17,40,7,12,4.9,18,5,0,2,17,0,0,199,11.6,1217,16:14,,,,,
66,Sergei Berezin,31,LW,CHI,66,18,13,31,-3,8,3.3,13,5,0,0,13,0,0,171,10.5,1076,16:18,,,,,
67,Sergei Berezin,31,LW,WSH,9,5,4,9,10,4,1.6,5,0,0,2,4,0,0,28,17.9,141,15:41,,,,,
68,Aki Berg,25,D,TOR,78,4,7,11,3,28,2.9,4,0,0,2,6,0,1,49,8.2,1173,15:02,,,,,
69,Marc-Andre Bergeron,22,D,EDM,5,1,1,2,2,9,0.6,1,0,0,0,0,1,0,5,20.0,83,16:30,,,,,
70,Marc Bergevin,37,D,TOT,70,2,5,7,-11,36,2.2,2,0,0,0,4,0,1,27,7.4,1313,18:46,,,,,
71,Marc Bergevin,37,D,PIT,69,2,5,7,-9,36,2.3,2,0,0,0,4,0,1,27,7.4,1295,18:46,,,,,
72,Marc Bergevin,37,D,TBL,1,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,0,,18,18:26,,,,,
73,Christian Berglund,22,LW,NJD,38,4,5,9,3,20,0.9,4,0,0,0,5,0,0,50,8.0,387,10:11,,,,,
74,Rick Berry,24,D,WSH,43,2,1,3,-3,87,0.6,2,0,0,1,1,0,0,40,5.0,557,12:58,,,,,
75,Todd Bertuzzi,27,RW,VAN,82,46,51,97,2,144,12.3,21,25,0,7,34,17,0,243,18.9,1687,20:34,,,,,
76,Craig Berube,37,LW,CGY,55,2,4,6,-6,100,0.2,2,0,0,1,4,0,0,21,9.5,289,5:16,,,,,
77,Blair Betts,22,C,CGY,9,1,3,4,3,0,0.5,1,0,0,0,3,0,0,16,6.3,104,11:33,,,,,
78,Jiri Bicek,24,RW,NJD,44,5,6,11,7,25,1.2,4,1,0,1,6,0,0,63,7.9,519,11:48,,,,,
79,Mathieu Biron,22,D,FLA,34,1,8,9,-18,14,0.6,0,0,1,0,5,3,0,52,1.9,719,21:08,,,,,
80,Jason Blake,29,LW,NYI,81,25,30,55,16,58,6.7,21,3,1,4,24,4,2,253,9.9,1429,17:38,,,,,
81,Rob Blake,33,D,COL,79,17,28,45,20,57,9.5,7,8,2,3,14,13,1,269,6.3,2082,26:21,,,,,
82,Zdenek Blatny,22,LW,ATL,4,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,2,0.0,42,10:31,,,,,
83,Sylvain Blouin,28,LW,TOT,19,0,0,0,-3,47,-0.3,0,0,0,0,0,0,0,4,0.0,77,4:02,,,,,
84,Sylvain Blouin,28,LW,MTL,17,0,0,0,-3,43,-0.2,0,0,0,0,0,0,0,3,0.0,61,3:36,,,,,
85,Sylvain Blouin,28,LW,MIN,2,0,0,0,0,4,0.0,0,0,0,0,0,0,0,1,0.0,15,7:38,,,,,
86,Eric Boguniecki,27,RW,STL,80,22,27,49,22,38,6.4,18,3,1,5,22,5,0,117,18.8,1121,14:00,,,,,
87,Patrick Boileau,27,D,DET,25,2,6,8,8,14,1.9,2,0,0,1,6,0,0,18,11.1,349,13:58,,,,,
88,Brad Bombardir,30,D,MIN,58,1,14,15,15,16,5.0,0,1,0,0,14,0,0,55,1.8,1277,22:01,,,,,
89,Peter Bondra,34,LW,WSH,76,30,26,56,-3,52,6.2,19,9,2,4,16,10,0,256,11.7,1436,18:53,,,,,
90,Radek Bonk,27,C,OTT,70,22,32,54,6,36,6.2,11,11,0,4,17,15,0,146,15.1,1228,17:32,,,,,
91,Dennis Bonvie,29,RW,OTT,12,0,0,0,-1,29,-0.1,0,0,0,0,0,0,0,3,0.0,37,3:05,,,,,
92,Jason Botterill,26,LW,BUF,17,1,4,5,1,14,0.4,0,1,0,0,4,0,0,20,5.0,184,10:48,,,,,
93,Joel Bouchard,29,D,TOT,34,5,8,13,0,14,2.7,4,1,0,2,4,4,0,47,10.6,696,20:28,,,,,
94,Joel Bouchard,29,D,NYR,27,5,7,12,6,14,2.8,4,1,0,2,4,3,0,41,12.2,543,20:07,,,,,
95,Joel Bouchard,29,D,PIT,7,0,1,1,-6,0,-0.1,0,0,0,0,0,1,0,6,0.0,153,21:49,,,,,
96,Pierre-Marc Bouchard,18,C,MIN,50,7,13,20,1,18,2.0,2,5,0,1,9,4,0,53,13.2,664,13:16,,,,,
97,Philippe Boucher,29,D,DAL,80,7,20,27,28,94,7.6,5,1,1,3,16,3,1,137,5.1,1639,20:29,,,,,
98,Bob Boughner,31,D,CGY,69,3,14,17,5,126,4.3,3,0,0,1,13,1,0,62,4.8,1370,19:51,,,,,
99,Francis Bouillon,27,D,TOT,24,3,1,4,-2,4,1.1,2,0,1,0,1,0,0,30,10.0,459,19:09,,,,,
100,Francis Bouillon,27,D,MTL,20,3,1,4,-1,2,1.1,2,0,1,0,1,0,0,30,10.0,408,20:24,,,,,
101,Francis Bouillon,27,D,NSH,4,0,0,0,-1,2,0.0,0,0,0,0,0,0,0,0,,51,12:52,,,,,
102,Jesse Boulerice,24,RW,CAR,48,2,1,3,-2,108,0.2,2,0,0,0,1,0,0,12,16.7,187,3:54,,,,,
103,Eric Boulton,26,LW,BUF,58,1,5,6,1,178,0.2,1,0,0,0,5,0,0,33,3.0,382,6:35,,,,,
104,Josef Boumedienne,25,D,WSH,6,1,0,1,-1,0,0.2,1,0,0,1,0,0,0,7,14.3,117,19:33,,,,,
105,Jay Bouwmeester,19,D,FLA,82,4,12,16,-29,14,2.1,2,2,0,0,4,8,0,110,3.6,1652,20:09,,,,,
106,Dan Boyle,26,D,TBL,77,13,40,53,9,44,10.2,5,8,0,1,21,19,0,136,9.6,1887,24:31,,,,,
107,Nick Boynton,24,D,BOS,78,7,17,24,8,99,4.8,6,0,1,2,16,1,0,160,4.4,1769,22:41,,,,,
108,Matt Bradley,24,RW,SJS,46,2,3,5,-1,37,0.1,2,0,0,0,3,0,0,21,9.5,363,7:54,,,,,
109,Donald Brashear,31,LW,PHI,80,8,17,25,5,161,2.2,8,0,0,1,17,0,0,99,8.1,1070,13:23,,,,,
110,Pavel Brendl,21,RW,TOT,50,5,8,13,5,6,1.3,4,1,0,1,8,0,0,94,5.3,554,11:05,,,,,
111,Pavel Brendl,21,RW,PHI,42,5,7,12,8,4,1.5,4,1,0,1,7,0,0,80,6.3,434,10:19,,,,,
112,Pavel Brendl,21,RW,CAR,8,0,1,1,-3,2,-0.2,0,0,0,0,1,0,0,14,0.0,121,15:05,,,,,
113,Kip Brennan,22,LW,LAK,19,0,0,0,0,57,-0.2,0,0,0,0,0,0,0,6,0.0,93,4:52,,,,,
114,Rich Brennan,30,D,BOS,7,0,1,1,3,6,0.4,0,0,0,0,1,0,0,12,0.0,95,13:37,,,,,
115,Eric Brewer,23,D,EDM,80,8,21,29,-11,45,4.6,7,1,0,1,9,12,0,147,5.4,1994,24:56,,,,,
116,Daniel Briere,25,C,TOT,82,24,34,58,-20,62,5.5,15,9,0,4,18,16,0,181,13.3,1407,17:10,,,,,
117,Daniel Briere,25,C,PHX,68,17,29,46,-21,50,3.8,13,4,0,3,14,15,0,142,12.0,1158,17:02,,,,,
118,Daniel Briere,25,C,BUF,14,7,5,12,1,12,1.7,2,5,0,1,4,1,0,39,17.9,249,17:49,,,,,
119,Rod Brind'Amour,32,C,CAR,48,14,23,37,-9,37,3.5,6,7,1,0,9,13,1,110,12.7,1141,23:46,,,,,
120,Patrice Brisebois,32,D,MTL,73,4,25,29,-14,32,4.0,3,1,0,1,7,18,0,105,3.8,1707,23:23,,,,,
121,Brad Brown,27,D,MIN,57,0,1,1,-1,90,0.9,0,0,0,0,1,0,0,10,0.0,526,9:14,,,,,
122,Curtis Brown,26,C,BUF,74,15,16,31,4,40,3.3,8,3,4,4,10,6,0,144,10.4,1249,16:53,,,,,
123,Mike Brown,23,LW,MDA,16,1,1,2,0,44,0.2,1,0,0,1,1,0,0,8,12.5,80,4:58,,,,,
124,Sean Brown,26,LW,BOS,69,1,5,6,-6,117,-0.3,1,0,0,0,5,0,0,39,2.6,444,6:26,,,,,
125,Steve Brule,28,C,COL,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,18,9:07,,,,,
126,Andrew Brunette,29,LW,MIN,82,18,28,46,-10,30,4.9,9,9,0,2,13,15,0,97,18.6,1187,14:29,,,,,
127,Sergei Brylin,29,LW,NJD,52,11,8,19,-2,16,1.8,7,3,1,1,6,1,1,86,12.8,841,16:11,,,,,
128,Kelly Buchberger,36,LW,PHX,79,3,9,12,0,109,0.2,2,0,1,0,9,0,0,32,9.4,788,9:59,,,,,
129,Jan Bulis,24,LW,MTL,82,16,24,40,9,30,4.1,16,0,0,2,23,0,1,160,10.0,1288,15:42,,,,,
130,Pavel Bure,31,RW,NYR,39,19,11,30,4,16,4.2,13,5,1,3,4,7,0,136,14.0,739,18:56,,,,,
131,Valeri Bure,28,RW,TOT,51,5,23,28,-13,10,1.6,2,3,0,2,9,14,0,161,3.1,933,18:17,,,,,
132,Valeri Bure,28,RW,FLA,46,5,21,26,-11,10,1.6,2,3,0,2,9,12,0,150,3.3,857,18:38,,,,,
133,Valeri Bure,28,RW,STL,5,0,2,2,-2,0,0.0,0,0,0,0,0,2,0,11,0.0,76,15:11,,,,,
134,Sven Butenschön,26,D,NYI,37,0,4,4,-6,26,0.3,0,0,0,0,4,0,0,19,0.0,460,12:26,,,,,
135,Yuri Butsayev,24,LW,ATL,16,2,0,2,-5,8,-0.1,2,0,0,0,0,0,0,21,9.5,193,12:05,,,,,
136,Petr Buzek,25,D,CGY,44,3,5,8,-6,14,1.5,0,3,0,0,5,0,0,48,6.3,632,14:22,,,,,
137,Dmitri Bykov,25,D,DET,71,2,10,12,1,43,2.3,1,1,0,0,7,3,0,58,3.4,1304,18:22,,,,,
138,Dan Bylsma,32,RW,MDA,39,1,4,5,-1,12,0.1,1,0,0,0,4,0,0,23,4.3,370,9:29,,,,,
139,Eric Cairns,28,D,NYI,60,1,4,5,-7,124,0.7,1,0,0,0,3,0,1,31,3.2,710,11:50,,,,,
140,Petr Cajanek,27,C,STL,51,9,29,38,16,20,4.2,5,2,2,1,21,7,1,90,10.0,812,15:56,,,,,
141,Kyle Calder,24,LW,CHI,82,15,27,42,-6,40,3.5,8,7,0,2,24,3,0,164,9.1,1371,16:43,,,,,
142,Mike Cammalleri,20,C,LAK,28,5,3,8,-4,22,0.6,3,2,0,2,0,3,0,40,12.5,394,14:05,,,,,
143,Brian Campbell,23,D,BUF,65,2,17,19,-8,20,3.4,2,0,0,1,14,3,0,90,2.2,1213,18:40,,,,,
144,Jim Campbell,29,RW,FLA,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,9,8:56,,,,,
145,Keith Carney,32,D,MDA,81,4,18,22,8,65,6.3,4,0,0,1,17,0,1,87,4.6,1828,22:34,,,,,
146,Anson Carter,28,RW,TOT,79,26,34,60,-11,26,6.0,16,10,0,1,20,13,1,193,13.5,1532,19:23,,,,,
147,Anson Carter,28,RW,EDM,68,25,30,55,-11,20,5.7,15,10,0,1,16,13,1,176,14.2,1336,19:39,,,,,
148,Anson Carter,28,RW,NYR,11,1,4,5,0,6,0.3,1,0,0,0,4,0,0,17,5.9,196,17:49,,,,,
149,Andrew Cassels,33,C,CBJ,79,20,48,68,-4,30,6.9,10,9,1,5,21,25,2,113,17.7,1569,19:52,,,,,
150,Zdeno Chara,25,D,OTT,74,9,30,39,29,116,9.3,6,3,0,2,14,14,2,168,5.4,1847,24:57,,,,,
151,Brad Chartrand,28,C,LAK,62,8,6,14,-10,33,0.7,7,0,1,2,6,0,0,64,12.5,759,12:14,,,,,
152,Jonathan Cheechoo,22,RW,SJS,66,9,7,16,-5,39,1.3,9,0,0,3,7,0,0,94,9.6,707,10:43,,,,,
153,Chris Chelios,41,D,DET,66,2,17,19,4,78,3.5,1,0,1,1,13,3,1,92,2.2,1600,24:15,,,,,
154,Jason Chimera,23,C,EDM,66,14,9,23,-2,36,2.6,13,0,1,4,8,1,0,90,15.6,710,10:46,,,,,
155,Stanislav Chistov,19,LW,MDA,79,12,18,30,4,54,3.1,9,3,0,2,11,7,0,114,10.5,1073,13:35,,,,,
156,Eric Chouinard,22,C,PHI,28,4,4,8,2,8,1.0,3,1,0,0,4,0,0,45,8.9,270,9:38,,,,,
157,Marc Chouinard,25,C,MDA,70,3,4,7,-9,40,-0.2,2,0,1,0,3,0,1,52,5.8,659,9:25,,,,,
158,Artem Chubarov,23,C,VAN,62,7,13,20,4,6,1.4,6,1,0,1,10,0,3,78,9.0,889,14:21,,,,,
159,Ivan Ciernik,25,LW,WSH,47,8,10,18,6,24,1.9,8,0,0,2,10,0,0,61,13.1,555,11:48,,,,,
160,Chris Clark,26,RW,CGY,81,10,12,22,-11,126,1.2,8,2,0,2,10,2,0,156,6.4,1166,14:24,,,,,
161,Greg Classen,25,C,NSH,8,0,0,0,-3,4,-0.2,0,0,0,0,0,0,0,2,0.0,80,10:02,,,,,
162,Dan Cleary,24,RW,EDM,57,4,13,17,5,31,1.2,4,0,0,1,13,0,0,89,4.5,682,11:58,,,,,
163,Ben Clymer,24,RW,TBL,65,6,12,18,-2,57,1.0,5,1,0,1,10,2,0,103,5.8,887,13:39,,,,,
164,Carlo Colaiacovo,20,D,TOR,2,0,1,1,0,0,0.1,0,0,0,0,1,0,0,1,0.0,27,13:43,,,,,
165,Erik Cole,24,RW,CAR,53,14,13,27,1,72,3.2,6,6,2,3,9,3,1,125,11.2,908,17:08,,,,,
166,Mike Commodore,23,D,CGY,6,0,1,1,2,19,0.4,0,0,0,0,1,0,0,5,0.0,69,11:35,,,,,
167,Mike Comrie,22,C,EDM,69,20,31,51,-18,90,4.7,12,8,0,6,22,9,0,170,11.8,1232,17:51,,,,,
168,Tim Connolly,21,C,BUF,80,12,13,25,-28,32,1.0,6,6,0,2,5,8,0,159,7.5,1279,16:00,,,,,
169,Craig Conroy,31,C,CGY,79,22,37,59,-4,36,6.2,17,5,0,2,23,13,1,143,15.4,1563,19:47,,,,,
170,Matt Cooke,24,LW,VAN,82,15,27,42,21,82,4.9,10,1,4,0,25,1,1,118,12.7,1098,13:24,,,,,
171,Daniel Corso,24,C,STL,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,8,7:44,,,,,
172,Shayne Corson,36,LW,TOR,46,7,8,15,-5,49,0.9,7,0,0,0,7,1,0,69,10.1,692,15:02,,,,,
173,Joe Corvo,25,D,LAK,50,5,7,12,2,14,3.2,3,2,0,0,4,3,0,84,6.0,931,18:37,,,,,
174,Sylvain Cote,37,D,WSH,1,0,0,0,0,4,0.0,0,0,0,0,0,0,0,0,,4,4:12,,,,,
175,Jeff Cowan,26,LW,ATL,66,3,5,8,-15,115,-0.4,3,0,0,0,5,0,0,52,5.8,554,8:24,,,,,
176,Cory Cross,32,D,TOT,37,2,7,9,16,24,3.0,1,1,0,1,4,2,1,29,6.9,644,17:24,,,,,
177,Cory Cross,32,D,NYR,26,0,4,4,13,16,1.9,0,0,0,0,3,0,1,18,0.0,447,17:12,,,,,
178,Cory Cross,32,D,EDM,11,2,3,5,3,8,1.1,1,1,0,1,1,2,0,11,18.2,196,17:51,,,,,
179,Matt Cullen,26,C,TOT,80,13,20,33,-8,34,2.9,9,3,1,2,12,7,1,131,9.9,1157,14:28,,,,,
180,Matt Cullen,26,C,MDA,50,7,14,21,-4,12,1.8,6,1,0,1,8,6,0,77,9.1,715,14:18,,,,,
181,Matt Cullen,26,C,FLA,30,6,6,12,-4,22,1.1,3,2,1,1,4,1,1,54,11.1,442,14:43,,,,,
182,Jassen Cullimore,30,D,TBL,28,1,3,4,3,31,1.4,1,0,0,0,3,0,0,23,4.3,516,18:25,,,,,
183,Mariusz Czerkawski,30,LW,MTL,43,5,9,14,-7,16,0.8,4,1,0,0,6,3,0,77,6.5,566,13:10,,,,,
184,Andreas Dackell,30,RW,MTL,73,7,18,25,-5,24,1.3,7,0,0,1,17,0,1,74,9.5,1087,14:53,,,,,
185,Pierre Dagenais,24,RW,FLA,9,0,0,0,-1,4,-0.1,0,0,0,0,0,0,0,5,0.0,54,6:01,,,,,
186,Ulf Dahlen,36,LW,DAL,63,17,20,37,11,14,4.8,8,9,0,1,13,7,0,100,17.0,871,13:49,,,,,
187,Toni Dahlman,23,RW,OTT,12,1,0,1,-1,0,0.0,1,0,0,1,0,0,0,5,20.0,74,6:10,,,,,
188,Alexandre Daigle,27,RW,PIT,33,4,3,7,-10,8,0.2,3,1,0,0,2,1,0,48,8.3,361,10:57,,,,,
189,Vincent Damphousse,35,C,SJS,82,23,38,61,-13,66,5.8,8,15,0,6,18,19,1,176,13.1,1571,19:09,,,,,
190,Mathieu Dandenault,26,D,DET,74,4,15,19,25,64,5.3,3,1,0,0,15,0,0,74,5.4,1415,19:08,,,,,
191,Ken Daneyko,38,D,NJD,69,2,7,9,6,33,3.2,2,0,0,0,7,0,0,38,5.3,1077,15:37,,,,,
192,Jeff Daniels,34,C,CAR,59,0,4,4,-9,8,-0.6,0,0,0,0,4,0,0,41,0.0,497,8:25,,,,,
193,Mike Danton,22,C,NJD,17,2,0,2,0,35,0.2,2,0,0,0,0,0,0,18,11.1,153,8:59,,,,,
194,Craig Darby,30,C,NJD,3,0,1,1,-1,0,0.0,0,0,0,0,1,0,0,1,0.0,32,10:36,,,,,
195,Mathieu Darche,26,LW,CBJ,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,7,6:57,,,,,
196,Pavel Datsyuk,24,C,DET,64,12,39,51,20,16,5.7,11,1,0,1,26,13,0,82,14.6,989,15:28,,,,,
197,Matt Davidson,25,RW,CBJ,34,4,5,9,-12,18,0.3,4,0,0,0,5,0,0,28,14.3,402,11:49,,,,,
198,Rob Davison,22,D,SJS,15,1,2,3,4,22,1.1,1,0,0,0,2,0,0,15,6.7,268,17:53,,,,,
199,Eric Daze,27,LW,CHI,54,22,22,44,10,14,6.0,19,3,0,5,17,5,0,170,12.9,879,16:17,,,,,
200,Greg de Vries,30,D,COL,82,6,26,32,15,70,6.4,6,0,0,2,25,0,1,112,5.4,1825,22:15,,,,,
201,Adam Deadmarsh,27,LW,LAK,20,13,4,17,2,21,2.7,9,4,0,1,3,1,0,55,23.6,386,19:18,,,,,
202,Louie DeBrusk,31,LW,CHI,4,0,0,0,0,7,0.0,0,0,0,0,0,0,0,0,,25,6:10,,,,,
203,Brad DeFauw,25,LW,CAR,9,3,0,3,-2,2,0.4,2,1,0,1,0,0,0,19,15.8,124,13:45,,,,,
204,Andy Delmore,26,D,NSH,71,18,16,34,-17,28,6.3,4,14,0,6,6,10,0,149,12.1,1213,17:05,,,,,
205,Pavol Demitra,28,C,STL,78,36,57,93,0,32,10.9,25,11,0,4,32,25,0,205,17.6,1544,19:47,,,,,
